TRANSACTIONTYPE;"NUM POLICE

4036";CODE GARANTIE;TYPE GARANTIE
G;000000000385370;CAS;CONTRE ASSURANCE SPECIALE
G;000000000385370;CP;COUT DE POLICE
G;000000000385370;INC;INCENDIE
G;000000000385370;RC;RESPONSABILITE CIVILE
G;000000000385370;RTI;RECOURS TIERS INCENDIE
G;000000000385370;VOL;VOL
G;000000000385669;AAA;PRISE EN CHARGE
G;000000000385669;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000385669;BG;BRIS DE GLACE
G;000000000385669;CAS;CONTRE ASSURANCE SPECIALE
G;000000000385669;CP;COUT DE POLICE
G;000000000385669;INC;INCENDIE
G;000000000385669;PIPT;PACKAGE IPT
G;000000000385669;RC;RESPONSABILITE CIVILE
G;000000000385669;RTI;RECOURS TIERS INCENDIE
G;000000000385669;VOL;VOL
G;000000000385774;CAS;CONTRE ASSURANCE SPECIALE
G;000000000385774;CP;COUT DE POLICE
G;000000000385774;INC;INCENDIE
G;000000000385774;RC;RESPONSABILITE CIVILE
G;000000000385774;RTI;RECOURS TIERS INCENDIE
G;000000000385774;VOL;VOL
G;000000000385784;CAS;CONTRE ASSURANCE SPECIALE
G;000000000385784;CP;COUT DE POLICE
G;000000000385784;INC;INCENDIE
G;000000000385784;PIDC;PACKAGE IND CONDUCTEUR
G;000000000385784;PIPT;PACKAGE IPT
G;000000000385784;RC;RESPONSABILITE CIVILE
G;000000000385784;RTI;RECOURS TIERS INCENDIE
G;000000000385784;TR;GARANTIE TIERCE
G;000000000385784;VOL;VOL
G;000000000386020;AAA;PRISE EN CHARGE
G;000000000386020;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386020;CP;COUT DE POLICE
G;000000000386020;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000386020;EXI;EXTENSION INCENDIE
G;000000000386020;INC;INCENDIE
G;000000000386020;PIPT;PACKAGE IPT
G;000000000386020;RC;RESPONSABILITE CIVILE
G;000000000386020;RTI;RECOURS TIERS INCENDIE
G;000000000386020;VOL;VOL
G;000000000386044;AAA;PRISE EN CHARGE
G;000000000386044;ASS;ASS GOLD ET CARGLASS 60
G;000000000386044;BG;BRIS DE GLACE
G;000000000386044;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386044;CP;COUT DE POLICE
G;000000000386044;INC;INCENDIE
G;000000000386044;RC;RESPONSABILITE CIVILE
G;000000000386044;RTI;RECOURS TIERS INCENDIE
G;000000000386044;VOL;VOL
G;000000000386044;AAA;PRISE EN CHARGE
G;000000000386044;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000386044;BG;BRIS DE GLACE
G;000000000386044;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386044;CP;COUT DE POLICE
G;000000000386044;INC;INCENDIE
G;000000000386044;RC;RESPONSABILITE CIVILE
G;000000000386044;RTI;RECOURS TIERS INCENDIE
G;000000000386044;VOL;VOL
G;000000000386044;AAA;PRISE EN CHARGE
G;000000000386044;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000386044;BG;BRIS DE GLACE
G;000000000386044;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386044;CP;COUT DE POLICE
G;000000000386044;INC;INCENDIE
G;000000000386044;RC;RESPONSABILITE CIVILE
G;000000000386044;RTI;RECOURS TIERS INCENDIE
G;000000000386044;VOL;VOL
G;000000000386044;AAA;PRISE EN CHARGE
G;000000000386044;BG;BRIS DE GLACE
G;000000000386044;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386044;CP;COUT DE POLICE
G;000000000386044;INC;INCENDIE
G;000000000386044;RC;RESPONSABILITE CIVILE
G;000000000386044;RTI;RECOURS TIERS INCENDIE
G;000000000386044;VOL;VOL
G;000000000386044;AAA;PRISE EN CHARGE
G;000000000386044;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000386044;BG;BRIS DE GLACE
G;000000000386044;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386044;CP;COUT DE POLICE
G;000000000386044;INC;INCENDIE
G;000000000386044;RC;RESPONSABILITE CIVILE
G;000000000386044;RTI;RECOURS TIERS INCENDIE
G;000000000386044;VOL;VOL
G;000000000386044;AAA;PRISE EN CHARGE
G;000000000386044;ASS;ASS GOLD ET CARGLASS 60
G;000000000386044;BG;BRIS DE GLACE
G;000000000386044;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386044;CP;COUT DE POLICE
G;000000000386044;INC;INCENDIE
G;000000000386044;RC;RESPONSABILITE CIVILE
G;000000000386044;RTI;RECOURS TIERS INCENDIE
G;000000000386044;VOL;VOL
G;000000000386044;AAA;PRISE EN CHARGE
G;000000000386044;ASS;ASS GOLD ET CARGLASS 60
G;000000000386044;BG;BRIS DE GLACE
G;000000000386044;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386044;CP;COUT DE POLICE
G;000000000386044;INC;INCENDIE
G;000000000386044;RC;RESPONSABILITE CIVILE
G;000000000386044;RTI;RECOURS TIERS INCENDIE
G;000000000386044;VOL;VOL
G;000000000386044;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000386044;BG;BRIS DE GLACE
G;000000000386044;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386044;CP;COUT DE POLICE
G;000000000386044;INC;INCENDIE
G;000000000386044;RC;RESPONSABILITE CIVILE
G;000000000386044;RTI;RECOURS TIERS INCENDIE
G;000000000386044;VOL;VOL
G;000000000386044;BG;BRIS DE GLACE
G;000000000386044;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386044;CP;COUT DE POLICE
G;000000000386044;INC;INCENDIE
G;000000000386044;RC;RESPONSABILITE CIVILE
G;000000000386044;RTI;RECOURS TIERS INCENDIE
G;000000000386044;VOL;VOL
G;000000000386044;ASS;ASS GOLD ET CARGLASS 60
G;000000000386044;BG;BRIS DE GLACE
G;000000000386044;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386044;CP;COUT DE POLICE
G;000000000386044;INC;INCENDIE
G;000000000386044;RC;RESPONSABILITE CIVILE
G;000000000386044;RTI;RECOURS TIERS INCENDIE
G;000000000386044;VOL;VOL
G;000000000386044;ASS;ASS GOLD ET CARGLASS 60
G;000000000386044;BG;BRIS DE GLACE
G;000000000386044;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386044;CP;COUT DE POLICE
G;000000000386044;INC;INCENDIE
G;000000000386044;RC;RESPONSABILITE CIVILE
G;000000000386044;RTI;RECOURS TIERS INCENDIE
G;000000000386044;VOL;VOL
G;000000000386044;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000386044;BG;BRIS DE GLACE
G;000000000386044;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386044;CP;COUT DE POLICE
G;000000000386044;INC;INCENDIE
G;000000000386044;RC;RESPONSABILITE CIVILE
G;000000000386044;RTI;RECOURS TIERS INCENDIE
G;000000000386044;VOL;VOL
G;000000000386044;ASS;ASS GOLD ET CARGLASS 60
G;000000000386044;BG;BRIS DE GLACE
G;000000000386044;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386044;CP;COUT DE POLICE
G;000000000386044;INC;INCENDIE
G;000000000386044;RC;RESPONSABILITE CIVILE
G;000000000386044;RTI;RECOURS TIERS INCENDIE
G;000000000386044;VOL;VOL
G;000000000386044;ASS;ASS GOLD ET CARGLASS 60
G;000000000386044;BG;BRIS DE GLACE
G;000000000386044;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386044;CP;COUT DE POLICE
G;000000000386044;INC;INCENDIE
G;000000000386044;RC;RESPONSABILITE CIVILE
G;000000000386044;RTI;RECOURS TIERS INCENDIE
G;000000000386044;VOL;VOL
G;000000000386190;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000386190;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386190;CP;COUT DE POLICE
G;000000000386190;INC;INCENDIE
G;000000000386190;RC;RESPONSABILITE CIVILE
G;000000000386190;RTI;RECOURS TIERS INCENDIE
G;000000000386190;VOL;VOL
G;000000000386190;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386190;CP;COUT DE POLICE
G;000000000386190;INC;INCENDIE
G;000000000386190;RC;RESPONSABILITE CIVILE
G;000000000386190;RTI;RECOURS TIERS INCENDIE
G;000000000386190;VOL;VOL
G;000000000386190;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386190;CP;COUT DE POLICE
G;000000000386190;INC;INCENDIE
G;000000000386190;RC;RESPONSABILITE CIVILE
G;000000000386190;RTI;RECOURS TIERS INCENDIE
G;000000000386190;VOL;VOL
G;000000000386190;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000386190;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386190;CP;COUT DE POLICE
G;000000000386190;INC;INCENDIE
G;000000000386190;RC;RESPONSABILITE CIVILE
G;000000000386190;RTI;RECOURS TIERS INCENDIE
G;000000000386190;VOL;VOL
G;000000000386190;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386190;CP;COUT DE POLICE
G;000000000386190;INC;INCENDIE
G;000000000386190;RC;RESPONSABILITE CIVILE
G;000000000386190;RTI;RECOURS TIERS INCENDIE
G;000000000386190;VOL;VOL
G;000000000386190;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386190;CP;COUT DE POLICE
G;000000000386190;INC;INCENDIE
G;000000000386190;RC;RESPONSABILITE CIVILE
G;000000000386190;RTI;RECOURS TIERS INCENDIE
G;000000000386190;VOL;VOL
G;000000000386190;ASSG;??????
G;000000000386190;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386190;CP;COUT DE POLICE
G;000000000386190;INC;INCENDIE
G;000000000386190;RC;RESPONSABILITE CIVILE
G;000000000386190;RTI;RECOURS TIERS INCENDIE
G;000000000386190;VOL;VOL
G;000000000386190;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386190;CP;COUT DE POLICE
G;000000000386190;INC;INCENDIE
G;000000000386190;RC;RESPONSABILITE CIVILE
G;000000000386190;RTI;RECOURS TIERS INCENDIE
G;000000000386190;VOL;VOL
G;000000000386190;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000386190;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386190;CP;COUT DE POLICE
G;000000000386190;INC;INCENDIE
G;000000000386190;RC;RESPONSABILITE CIVILE
G;000000000386190;RTI;RECOURS TIERS INCENDIE
G;000000000386190;VOL;VOL
G;000000000386295;AAA;PRISE EN CHARGE
G;000000000386295;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000386295;BG;BRIS DE GLACE
G;000000000386295;CAS;CONTRE ASSURANCE SPECIALE
G;000000000386295;CP;COUT DE POLICE
G;000000000386295;DOC;DOMMAGES AVEC COLLISION
G;000000000386295;INC;INCENDIE
G;000000000386295;PIDC;PACKAGE IND CONDUCTEUR
G;000000000386295;RC;RESPONSABILITE CIVILE
G;000000000386295;RTI;RECOURS TIERS INCENDIE
G;000000000386295;VOL;VOL
G;000000000387104;AAA;PRISE EN CHARGE
G;000000000387104;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000387104;BG;BRIS DE GLACE
G;000000000387104;CAS;CONTRE ASSURANCE SPECIALE
G;000000000387104;CP;COUT DE POLICE
G;000000000387104;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000387104;EXI;EXTENSION INCENDIE
G;000000000387104;INC;INCENDIE
G;000000000387104;PIDC;PACKAGE IND CONDUCTEUR
G;000000000387104;PIPT;PACKAGE IPT
G;000000000387104;RC;RESPONSABILITE CIVILE
G;000000000387104;RTI;RECOURS TIERS INCENDIE
G;000000000387104;VOL;VOL
G;000000000387302;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000387302;BG;BRIS DE GLACE
G;000000000387302;CAS;CONTRE ASSURANCE SPECIALE
G;000000000387302;CP;COUT DE POLICE
G;000000000387302;DOC;DOMMAGES AVEC COLLISION
G;000000000387302;INC;INCENDIE
G;000000000387302;RC;RESPONSABILITE CIVILE
G;000000000387302;RTI;RECOURS TIERS INCENDIE
G;000000000387302;VOL;VOL
G;000000000387302;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000387302;BG;BRIS DE GLACE
G;000000000387302;CAS;CONTRE ASSURANCE SPECIALE
G;000000000387302;CP;COUT DE POLICE
G;000000000387302;DOC;DOMMAGES AVEC COLLISION
G;000000000387302;INC;INCENDIE
G;000000000387302;RC;RESPONSABILITE CIVILE
G;000000000387302;RTI;RECOURS TIERS INCENDIE
G;000000000387302;VOL;VOL
G;000000000387302;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000387302;BG;BRIS DE GLACE
G;000000000387302;CAS;CONTRE ASSURANCE SPECIALE
G;000000000387302;CP;COUT DE POLICE
G;000000000387302;DOC;DOMMAGES AVEC COLLISION
G;000000000387302;INC;INCENDIE
G;000000000387302;RC;RESPONSABILITE CIVILE
G;000000000387302;RTI;RECOURS TIERS INCENDIE
G;000000000387302;VOL;VOL
G;000000000387302;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000387302;BG;BRIS DE GLACE
G;000000000387302;CAS;CONTRE ASSURANCE SPECIALE
G;000000000387302;CP;COUT DE POLICE
G;000000000387302;DOC;DOMMAGES AVEC COLLISION
G;000000000387302;INC;INCENDIE
G;000000000387302;RC;RESPONSABILITE CIVILE
G;000000000387302;RTI;RECOURS TIERS INCENDIE
G;000000000387302;VOL;VOL
G;000000000387302;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000387302;BG;BRIS DE GLACE
G;000000000387302;CAS;CONTRE ASSURANCE SPECIALE
G;000000000387302;CP;COUT DE POLICE
G;000000000387302;DOC;DOMMAGES AVEC COLLISION
G;000000000387302;INC;INCENDIE
G;000000000387302;RC;RESPONSABILITE CIVILE
G;000000000387302;RTI;RECOURS TIERS INCENDIE
G;000000000387302;VOL;VOL
G;000000000387306;CAS;CONTRE ASSURANCE SPECIALE
G;000000000387306;CP;COUT DE POLICE
G;000000000387306;INC;INCENDIE
G;000000000387306;RC;RESPONSABILITE CIVILE
G;000000000387306;RTI;RECOURS TIERS INCENDIE
G;000000000387306;VOL;VOL
G;000000000387383;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000387383;CAS;CONTRE ASSURANCE SPECIALE
G;000000000387383;CP;COUT DE POLICE
G;000000000387383;INC;INCENDIE
G;000000000387383;RC;RESPONSABILITE CIVILE
G;000000000387383;RTI;RECOURS TIERS INCENDIE
G;000000000387383;VOL;VOL
G;000000000387545;CAS;CONTRE ASSURANCE SPECIALE
G;000000000387545;CP;COUT DE POLICE
G;000000000387545;INC;INCENDIE
G;000000000387545;RC;RESPONSABILITE CIVILE
G;000000000387545;RTI;RECOURS TIERS INCENDIE
G;000000000387545;VOL;VOL
G;000000000387827;AAA;PRISE EN CHARGE
G;000000000387827;CAS;CONTRE ASSURANCE SPECIALE
G;000000000387827;CP;COUT DE POLICE
G;000000000387827;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000387827;EXI;EXTENSION INCENDIE
G;000000000387827;INC;INCENDIE
G;000000000387827;PIDC;PACKAGE IND CONDUCTEUR
G;000000000387827;RC;RESPONSABILITE CIVILE
G;000000000387827;RTI;RECOURS TIERS INCENDIE
G;000000000387827;VOL;VOL
G;000000000387894;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000387894;BG;BRIS DE GLACE
G;000000000387894;CAS;CONTRE ASSURANCE SPECIALE
G;000000000387894;CP;COUT DE POLICE
G;000000000387894;DOC;DOMMAGES AVEC COLLISION
G;000000000387894;INC;INCENDIE
G;000000000387894;RC;RESPONSABILITE CIVILE
G;000000000387894;RTI;RECOURS TIERS INCENDIE
G;000000000387894;VOL;VOL
G;000000000387894;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000387894;BG;BRIS DE GLACE
G;000000000387894;CAS;CONTRE ASSURANCE SPECIALE
G;000000000387894;CP;COUT DE POLICE
G;000000000387894;DOC;DOMMAGES AVEC COLLISION
G;000000000387894;INC;INCENDIE
G;000000000387894;RC;RESPONSABILITE CIVILE
G;000000000387894;RTI;RECOURS TIERS INCENDIE
G;000000000387894;VOL;VOL
G;000000000387894;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000387894;BG;BRIS DE GLACE
G;000000000387894;CAS;CONTRE ASSURANCE SPECIALE
G;000000000387894;CP;COUT DE POLICE
G;000000000387894;DOC;DOMMAGES AVEC COLLISION
G;000000000387894;INC;INCENDIE
G;000000000387894;RC;RESPONSABILITE CIVILE
G;000000000387894;RTI;RECOURS TIERS INCENDIE
G;000000000387894;VOL;VOL
G;000000000387894;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000387894;BG;BRIS DE GLACE
G;000000000387894;CAS;CONTRE ASSURANCE SPECIALE
G;000000000387894;CP;COUT DE POLICE
G;000000000387894;DOC;DOMMAGES AVEC COLLISION
G;000000000387894;INC;INCENDIE
G;000000000387894;RC;RESPONSABILITE CIVILE
G;000000000387894;RTI;RECOURS TIERS INCENDIE
G;000000000387894;VOL;VOL
G;000000000389291;CAS;CONTRE ASSURANCE SPECIALE
G;000000000389291;CP;COUT DE POLICE
G;000000000389291;INC;INCENDIE
G;000000000389291;RC;RESPONSABILITE CIVILE
G;000000000389291;RTI;RECOURS TIERS INCENDIE
G;000000000389291;VOL;VOL
G;000000000389419;BG;BRIS DE GLACE
G;000000000389419;CAS;CONTRE ASSURANCE SPECIALE
G;000000000389419;CP;COUT DE POLICE
G;000000000389419;DOC;DOMMAGES AVEC COLLISION
G;000000000389419;INC;INCENDIE
G;000000000389419;RC;RESPONSABILITE CIVILE
G;000000000389419;RTI;RECOURS TIERS INCENDIE
G;000000000389419;VOL;VOL
G;000000000389419;BG;BRIS DE GLACE
G;000000000389419;CAS;CONTRE ASSURANCE SPECIALE
G;000000000389419;CP;COUT DE POLICE
G;000000000389419;DOC;DOMMAGES AVEC COLLISION
G;000000000389419;INC;INCENDIE
G;000000000389419;RC;RESPONSABILITE CIVILE
G;000000000389419;RTI;RECOURS TIERS INCENDIE
G;000000000389419;VOL;VOL
G;000000000389429;ASS;ASS GOLD ET CARGLASS 60
G;000000000389429;CAS;CONTRE ASSURANCE SPECIALE
G;000000000389429;CP;COUT DE POLICE
G;000000000389429;INC;INCENDIE
G;000000000389429;PIDC;PACKAGE IND CONDUCTEUR
G;000000000389429;PIPT;PACKAGE IPT
G;000000000389429;RC;RESPONSABILITE CIVILE
G;000000000389429;RTI;RECOURS TIERS INCENDIE
G;000000000389429;TR;GARANTIE TIERCE
G;000000000389429;VOL;VOL
G;000000000389429;ASS;ASS GOLD ET CARGLASS 60
G;000000000389429;CAS;CONTRE ASSURANCE SPECIALE
G;000000000389429;CP;COUT DE POLICE
G;000000000389429;INC;INCENDIE
G;000000000389429;PIDC;PACKAGE IND CONDUCTEUR
G;000000000389429;PIPT;PACKAGE IPT
G;000000000389429;RC;RESPONSABILITE CIVILE
G;000000000389429;RTI;RECOURS TIERS INCENDIE
G;000000000389429;TR;GARANTIE TIERCE
G;000000000389429;VOL;VOL
G;000000000390408;CAS;CONTRE ASSURANCE SPECIALE
G;000000000390408;CP;COUT DE POLICE
G;000000000390408;INC;INCENDIE
G;000000000390408;RC;RESPONSABILITE CIVILE
G;000000000390408;RTI;RECOURS TIERS INCENDIE
G;000000000390408;VOL;VOL
G;000000000390572;AAA;PRISE EN CHARGE
G;000000000390572;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000390572;BG;BRIS DE GLACE
G;000000000390572;CP;COUT DE POLICE
G;000000000390572;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000390572;EXI;EXTENSION INCENDIE
G;000000000390572;INC;INCENDIE
G;000000000390572;RC;RESPONSABILITE CIVILE
G;000000000390572;RTI;RECOURS TIERS INCENDIE
G;000000000390572;VOL;VOL
G;000000000390572;AAA;PRISE EN CHARGE
G;000000000390572;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000390572;CAS;CONTRE ASSURANCE SPECIALE
G;000000000390572;CP;COUT DE POLICE
G;000000000390572;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000390572;EXI;EXTENSION INCENDIE
G;000000000390572;INC;INCENDIE
G;000000000390572;RC;RESPONSABILITE CIVILE
G;000000000390572;RTI;RECOURS TIERS INCENDIE
G;000000000390572;TR;GARANTIE TIERCE
G;000000000390572;VOL;VOL
G;000000000390572;AAA;PRISE EN CHARGE
G;000000000390572;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000390572;BG;BRIS DE GLACE
G;000000000390572;CAS;CONTRE ASSURANCE SPECIALE
G;000000000390572;CP;COUT DE POLICE
G;000000000390572;INC;INCENDIE
G;000000000390572;RC;RESPONSABILITE CIVILE
G;000000000390572;RTI;RECOURS TIERS INCENDIE
G;000000000390572;VOL;VOL
G;000000000390572;AAA;PRISE EN CHARGE
G;000000000390572;CAS;CONTRE ASSURANCE SPECIALE
G;000000000390572;CP;COUT DE POLICE
G;000000000390572;INC;INCENDIE
G;000000000390572;RC;RESPONSABILITE CIVILE
G;000000000390572;RTI;RECOURS TIERS INCENDIE
G;000000000390572;VOL;VOL
G;000000000390572;CAS;CONTRE ASSURANCE SPECIALE
G;000000000390572;CP;COUT DE POLICE
G;000000000390572;INC;INCENDIE
G;000000000390572;RC;RESPONSABILITE CIVILE
G;000000000390572;RTI;RECOURS TIERS INCENDIE
G;000000000390572;TR;GARANTIE TIERCE
G;000000000390572;VOL;VOL
G;000000000390649;ASS;ASS GOLD ET CARGLASS 60
G;000000000390649;CAS;CONTRE ASSURANCE SPECIALE
G;000000000390649;CP;COUT DE POLICE
G;000000000390649;INC;INCENDIE
G;000000000390649;RC;RESPONSABILITE CIVILE
G;000000000390649;RTI;RECOURS TIERS INCENDIE
G;000000000390649;TR;GARANTIE TIERCE
G;000000000390649;VOL;VOL
G;000000000390924;CAS;CONTRE ASSURANCE SPECIALE
G;000000000390924;CP;COUT DE POLICE
G;000000000390924;INC;INCENDIE
G;000000000390924;RC;RESPONSABILITE CIVILE
G;000000000390924;RTI;RECOURS TIERS INCENDIE
G;000000000390924;VOL;VOL
G;000000000391668;AAA;PRISE EN CHARGE
G;000000000391668;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000391668;BG;BRIS DE GLACE
G;000000000391668;CAS;CONTRE ASSURANCE SPECIALE
G;000000000391668;CP;COUT DE POLICE
G;000000000391668;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000391668;EXI;EXTENSION INCENDIE
G;000000000391668;INC;INCENDIE
G;000000000391668;PIPT;PACKAGE IPT
G;000000000391668;RC;RESPONSABILITE CIVILE
G;000000000391668;RTI;RECOURS TIERS INCENDIE
G;000000000391668;VOL;VOL
G;000000000391668;AAA;PRISE EN CHARGE
G;000000000391668;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000391668;BG;BRIS DE GLACE
G;000000000391668;CAS;CONTRE ASSURANCE SPECIALE
G;000000000391668;CP;COUT DE POLICE
G;000000000391668;INC;INCENDIE
G;000000000391668;PIPT;PACKAGE IPT
G;000000000391668;RC;RESPONSABILITE CIVILE
G;000000000391668;RTI;RECOURS TIERS INCENDIE
G;000000000391668;VOL;VOL
G;000000000391668;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000391668;BG;BRIS DE GLACE
G;000000000391668;CAS;CONTRE ASSURANCE SPECIALE
G;000000000391668;CP;COUT DE POLICE
G;000000000391668;INC;INCENDIE
G;000000000391668;PIPT;PACKAGE IPT
G;000000000391668;RC;RESPONSABILITE CIVILE
G;000000000391668;RTI;RECOURS TIERS INCENDIE
G;000000000391668;VOL;VOL
G;000000000391668;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000391668;BG;BRIS DE GLACE
G;000000000391668;CAS;CONTRE ASSURANCE SPECIALE
G;000000000391668;CP;COUT DE POLICE
G;000000000391668;INC;INCENDIE
G;000000000391668;PIPT;PACKAGE IPT
G;000000000391668;RC;RESPONSABILITE CIVILE
G;000000000391668;RTI;RECOURS TIERS INCENDIE
G;000000000391668;VOL;VOL
G;000000000391668;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000391668;BG;BRIS DE GLACE
G;000000000391668;CAS;CONTRE ASSURANCE SPECIALE
G;000000000391668;CP;COUT DE POLICE
G;000000000391668;DOC;DOMMAGES AVEC COLLISION
G;000000000391668;INC;INCENDIE
G;000000000391668;RC;RESPONSABILITE CIVILE
G;000000000391668;RTI;RECOURS TIERS INCENDIE
G;000000000391668;VOL;VOL
G;000000000391668;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000391668;BG;BRIS DE GLACE
G;000000000391668;CAS;CONTRE ASSURANCE SPECIALE
G;000000000391668;CP;COUT DE POLICE
G;000000000391668;DOC;DOMMAGES AVEC COLLISION
G;000000000391668;INC;INCENDIE
G;000000000391668;RC;RESPONSABILITE CIVILE
G;000000000391668;RTI;RECOURS TIERS INCENDIE
G;000000000391668;VOL;VOL
G;000000000391668;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000391668;BG;BRIS DE GLACE
G;000000000391668;CAS;CONTRE ASSURANCE SPECIALE
G;000000000391668;CP;COUT DE POLICE
G;000000000391668;DOC;DOMMAGES AVEC COLLISION
G;000000000391668;INC;INCENDIE
G;000000000391668;RC;RESPONSABILITE CIVILE
G;000000000391668;RTI;RECOURS TIERS INCENDIE
G;000000000391668;VOL;VOL
G;000000000391763;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000391763;BG;BRIS DE GLACE
G;000000000391763;CAS;CONTRE ASSURANCE SPECIALE
G;000000000391763;CP;COUT DE POLICE
G;000000000391763;INC;INCENDIE
G;000000000391763;RC;RESPONSABILITE CIVILE
G;000000000391763;RTI;RECOURS TIERS INCENDIE
G;000000000391763;VOL;VOL
G;000000000391980;CAS;CONTRE ASSURANCE SPECIALE
G;000000000391980;CP;COUT DE POLICE
G;000000000391980;INC;INCENDIE
G;000000000391980;INR;INCENDIE REMORQUE
G;000000000391980;RC;RESPONSABILITE CIVILE
G;000000000391980;RTI;RECOURS TIERS INCENDIE
G;000000000391980;TR;GARANTIE TIERCE
G;000000000391980;TRR;TIERCE REMORQUE
G;000000000391980;VOL;VOL
G;000000000391980;VOR;VOL REMORQUE
G;000000000392062;BG;BRIS DE GLACE
G;000000000392062;CAS;CONTRE ASSURANCE SPECIALE
G;000000000392062;CP;COUT DE POLICE
G;000000000392062;INC;INCENDIE
G;000000000392062;PIDC;PACKAGE IND CONDUCTEUR
G;000000000392062;PIPT;PACKAGE IPT
G;000000000392062;RC;RESPONSABILITE CIVILE
G;000000000392062;RTI;RECOURS TIERS INCENDIE
G;000000000392062;VOL;VOL
